Lemma	Eng Gloss	POS	Level	Word source	Ex. ID	Form 	Analysis	Example Sentence	Translation	Reference	Topic(s)
библиотекарь	_	N.Masc.Anim	B1	Golosa, LM	3	библиотекарей	Gen.Plur	_	_	_	_
бланк	_	N.Masc.Inan	B1	LM	1	бланков	Gen.Plur	_	_	_	_
бланк	_	N.Masc.Inan	B1	LM	2	бланки	Acc.Plur	_	_	_	_
бланк	_	N.Masc.Inan	B1	LM	3	бланках	Loc.Plur	_	_	_	_
бледный	_	A	B1	LM	1	бледный	Nom.Masc.Sing	_	_	_	_
бледный	_	A	B1	LM	2	бледные	Nom.Plur	_	_	_	_
бледный	_	A	B1	LM	3	бледная	Nom.Fem.Sing	_	_	_	_
фонетика	_	N.Fem.Inan	B1	Golosa, LM	1	фонетики	Gen.Sing	_	_	_	_
фонетика	_	N.Fem.Inan	B1	Golosa, LM	2	фонетике	Loc.Sing	_	_	_	_
москва	_	N.Fem.Inan	B1	Golosa, LM	1	москву	Acc.Sing	_	_	_	_
москва	_	N.Fem.Inan	B1	Golosa, LM	2	москва	Nom.Sing	_	_	_	_
москва	_	N.Fem.Inan	B1	Golosa, LM	3	москвы	Gen.Sing	_	_	_	_
близкий	_	A	B1	Golosa, LM	1	ближе	Comp	_	_	_	_
близкий	_	A	B1	Golosa, LM	2	близка	Fem.Sing	_	_	_	_
близкий	_	A	B1	Golosa, LM	3	близкие	Nom.Plur	_	_	_	_
блюдо	_	N.Neut.Inan	B1	Golosa, LM, МН	1	блюдо	Nom.Sing	_	_	_	_
блюдо	_	N.Neut.Inan	B1	Golosa, LM, МН	2	блюда	Acc.Plur	_	_	_	_
блюдо	_	N.Neut.Inan	B1	Golosa, LM, МН	3	блюде	Loc.Sing	_	_	_	_
богатство	_	N.Neut.Inan	B1	LM	1	богатства	Gen.Sing	_	_	_	_
богатство	_	N.Neut.Inan	B1	LM	2	богатство	Nom.Sing	_	_	_	_
богатство	_	N.Neut.Inan	B1	LM	3	богатствами	Ins.Plur	_	_	_	_
бой	_	N.Masc.Anim	B1	LM	1	бой	Nom.Sing	_	_	_	_
бой	_	N.Masc.Inan	B1	LM	2	боя	Gen.Sing	_	_	_	_
бой	_	N.Masc.Inan	B1	LM	3	бою	Loc.Sing	_	_	_	_
болезнь	_	N.Fem.Inan	B1	Golosa, LM	1	болезнь	Nom.Sing	_	_	_	_
болезнь	_	N.Fem.Inan	B1	Golosa, LM	2	болезни	Gen.Sing	_	_	_	_
болезнь	_	N.Fem.Inan	B1	Golosa, LM	3	болезней	Gen.Plur	_	_	_	_
болельщик	_	N.Masc.Anim	B1	LM	1	болельщиков	Gen.Plur	_	_	_	_
болельщик	_	N.Masc.Anim	B1	LM	2	болельщики	Nom.Plur	_	_	_	_
болельщик	_	N.Masc.Anim	B1	LM	3	болельщик	Nom.Sing	_	_	_	_
болеть	_	V	B1	Golosa, MiP, LM, МН	1	болит	Sing.3.Pres/Fut	_	_	_	_
болеть	_	V	B1	Golosa, MiP, LM, МН	2	болел	Masc.Sing.Past	_	_	_	_
болеть	_	V	B1	Golosa, MiP, LM, МН	3	болеть	Inf	_	_	_	_
большинство	_	N.Neut.Inan	B1	LM, Поехали	1	большинство	Nom.Sing	_	_	_	_
большинство	_	N.Neut.Inan	B1	LM, Поехали	2	большинства	Gen.Sing	_	_	_	_
большинство	_	N.Neut.Inan	B1	LM, Поехали	3	большинстве	Loc.Sing	_	_	_	_
борода	_	N.Fem.Inan	B1	LM	1	бородой	Ins.Sing	_	_	_	_
борода	_	N.Fem.Inan	B1	LM	2	борода	Nom.Sing	_	_	_	_
борода	_	N.Fem.Inan	B1	LM	3	бороду	Acc.Sing	_	_	_	_
бороться	_	V	B1	LM	1	бороться	Inf	_	_	_	_
бороться	_	V	B1	LM	2	боролись	Plur.Past	_	_	_	_
бороться	_	V	B1	LM	3	борется	Sing.3.Pres/Fut	_	_	_	_
борщ	_	N.Masc.Inan	B1	Golosa, MiP, LM, МН	1	борща	Gen.Sing	_	_	_	_
борщ	_	N.Masc.Inan	B1	Golosa, MiP, LM, МН	2	борщ	Acc.Sing	_	_	_	_
борьба	_	N.Fem.Inan	B1	LM	1	борьбы	Gen.Sing	_	_	_	_
борьба	_	N.Fem.Inan	B1	LM	2	борьба	Nom.Sing	_	_	_	_
борьба	_	N.Fem.Inan	B1	LM	3	борьбе	Dat.Sing	_	_	_	_
ботинок	_	N.Masc.Inan	B1	LM	1	ботинках	Loc.Plur	_	_	_	_
ботинок	_	N.Masc.Inan	B1	LM	2	ботинки	Acc.Plur	_	_	_	_
ботинок	_	N.Masc.Inan	B1	LM	3	ботинок	Gen.Plur	_	_	_	_
бояться	_	V	B1	Golosa, LM, МН	1	боюсь	Sing.1.Pres/Fut	_	_	_	_
бояться	_	V	B1	Golosa, LM, МН	2	боятся	Plur.3.Pres/Fut	_	_	_	_
бояться	_	V	B1	Golosa, LM, МН	3	боится	Sing.3.Pres/Fut	_	_	_	_
футбольный	_	A	B1	Golosa, LM	1	футбольный	Nom.Masc.Sing	_	_	_	_
футбольный	_	A	B1	Golosa, LM	2	футбольных	Gen.Plur	_	_	_	_
футбольный	_	A	B1	Golosa, LM	3	футбольной	Gen.Fem.Sing	_	_	_	_
бриться	_	V	B1	LM	1	бриться	Inf	_	_	_	_
бриться	_	V	B1	LM	2	брился	Masc.Sing.Past	_	_	_	_
бриться	_	V	B1	LM	3	бреются	Plur.3.Pres/Fut	_	_	_	_
бросать	_	V	B1	LM	1	бросает	Sing.3.Pres/Fut	_	_	_	_
бросать	_	V	B1	LM	2	бросают	Plur.3.Pres/Fut	_	_	_	_
бросать	_	V	B1	LM	3	бросали	Plur.Past	_	_	_	_
брюки	_	N.Inan	B1	Golosa, LM, МН, Поехали	1	брюки	Nom.Plur	_	_	_	_
брюки	_	N.Fem.Inan	B1	Golosa, LM, МН, Поехали	2	брюках	Loc.Plur	_	_	_	_
брюки	_	N.Inan	B1	Golosa, LM, МН, Поехали	3	брюк	Gen.Plur	_	_	_	_
буфет	_	N.Masc.Inan	B1	Golosa, LM, МН	1	буфета	Gen.Sing	_	_	_	_
буфет	_	N.Masc.Inan	B1	Golosa, LM, МН	2	буфете	Loc.Sing	_	_	_	_
буфет	_	N.Masc.Inan	B1	Golosa, LM, МН	3	буфет	Nom.Sing	_	_	_	_
колледж	_	N.Masc.Inan	B1	Golosa, LM	1	колледже	Loc.Sing	_	_	_	_
колледж	_	N.Masc.Inan	B1	Golosa, LM	2	колледж	Nom.Sing	_	_	_	_
бывший	_	A	B1	LM, МН	1	бывший	Nom.Masc.Sing	_	_	_	_
бывший	_	A	B1	LM, МН	2	бывшие	Nom.Plur	_	_	_	_
бывший	_	A	B1	LM, МН	3	бывшего	Gen.Masc.Sing	_	_	_	_
ваза	_	N.Fem.Inan	B1	MiP, LM	1	вазе	Loc.Sing	_	_	_	_
ваза	_	N.Fem.Inan	B1	MiP, LM	2	вазы	Nom.Plur	_	_	_	_
ваза	_	N.Fem.Inan	B1	MiP, LM	3	вазу	Acc.Sing	_	_	_	_
ванная	_	N.Fem.Inan	B1	Golosa, MiP, LM, МН	1	ванную	Acc.Sing	_	_	_	_
ванная	_	N.Fem.Inan	B1	Golosa, MiP, LM, МН	2	ванной	Loc.Sing	_	_	_	_
ванная	_	N.Fem.Inan	B1	Golosa, MiP, LM, МН	3	ванная	Nom.Sing	_	_	_	_
вежливый	_	A	B1	LM, МН	1	вежливый	Nom.Masc.Sing	_	_	_	_
вежливый	_	A	B1	LM, МН	2	вежливой	Ins.Fem.Sing	_	_	_	_
вежливый	_	A	B1	LM, МН	3	вежливое	Inan.Acc.Neut.Sing	_	_	_	_
велосипед	_	N.Masc.Inan	B1	Golosa, LM	1	велосипед	Acc.Sing	_	_	_	_
велосипед	_	N.Masc.Inan	B1	Golosa, LM	2	велосипеде	Loc.Sing	_	_	_	_
велосипед	_	N.Masc.Inan	B1	Golosa, LM	3	велосипеда	Gen.Sing	_	_	_	_
верный	_	A	B1	LM	1	верно	Neut.Sing	_	_	_	_
верный	_	A	B1	LM	2	верные	Nom.Plur	_	_	_	_
верный	_	A	B1	LM	3	верный	Nom.Masc.Sing	_	_	_	_
верхний	_	A	B1	LM	1	верхней	Loc.Fem.Sing	_	_	_	_
верхний	_	A	B1	LM	2	верхнюю	Acc.Fem.Sing	_	_	_	_
верхний	_	A	B1	LM	3	верхняя	Nom.Fem.Sing	_	_	_	_
вечерний	_	A	B1	LM, МН	1	вечернего	Gen.Masc.Sing	_	_	_	_
вечерний	_	A	B1	LM, МН	2	вечерних	Loc.Plur	_	_	_	_
вечерний	_	A	B1	LM, МН	3	вечерний	Inan.Acc.Masc.Sing	_	_	_	_
вешать	_	V	B1	LM	1	вешать	Inf	_	_	_	_
вешать	_	V	B1	LM	2	вешают	Plur.3.Pres/Fut	_	_	_	_
вешать	_	V	B1	LM	3	вешаю	Sing.1.Pres/Fut	_	_	_	_
взгляд	_	N.Masc.Inan	B1	LM, Кс	1	взгляд	Acc.Sing	_	_	_	_
взгляд	_	N.Masc.Inan	B1	LM, Кс	2	взглядом	Ins.Sing	_	_	_	_
взгляд	_	N.Masc.Inan	B1	LM, Кс	3	взглядов	Gen.Plur	_	_	_	_
взрослый	_	N.Masc.Anim	B1	Golosa, LM, МН	1	взрослых	Gen.Plur	_	_	_	_
взрослый	_	N.Masc.Anim	B1	Golosa, LM, МН	2	взрослые	Nom.Plur	_	_	_	_
взрослый	_	A	B1	Golosa, LM, МН	3	взрослый	Nom.Masc.Sing	_	_	_	_
визитный	_	A	B1	LM	1	визитные	Nom.Plur	_	_	_	_
визитный	_	A	B1	LM	2	визитной	Ins.Fem.Sing	_	_	_	_
визитный	_	A	B1	LM	3	визитная	Nom.Fem.Sing	_	_	_	_
виноград	_	N.Masc.Inan	B1	Golosa, LM, МН, Поехали	1	винограда	Gen.Sing	_	_	_	_
виноград	_	N.Masc.Inan	B1	Golosa, LM, МН, Поехали	2	виноград	Acc.Sing	_	_	_	_
виноград	_	N.Masc.Inan	B1	Golosa, LM, МН, Поехали	3	виноградом	Ins.Sing	_	_	_	_
воевать	_	V	B1	LM	1	воевать	Inf	_	_	_	_
воевать	_	V	B1	LM	2	воюют	Plur.3.Pres/Fut	_	_	_	_
воевать	_	V	B1	LM	3	воюет	Sing.3.Pres/Fut	_	_	_	_
военный	_	A	B1	LM	1	военных	Gen.Plur	_	_	_	_
военный	_	A	B1	LM	2	военной	Gen.Fem.Sing	_	_	_	_
военный	_	N.Masc.Anim	B1	LM	3	военные	Nom.Plur	_	_	_	_
возвращать	_	V	B1	LM	1	возвращают	Plur.3.Pres/Fut	_	_	_	_
возвращать	_	V	B1	LM	2	возвращает	Sing.3.Pres/Fut	_	_	_	_
возвращать	_	V	B1	LM	3	возвращать	Inf	_	_	_	_
волейболист	_	N.Masc.Anim	B1	LM	1	волейболистов	Gen.Plur	_	_	_	_
волейболист	_	N.Masc.Anim	B1	LM	2	волейболиста	Gen.Sing	_	_	_	_
волк	_	N.Masc.Anim	B1	LM	1	волк	Nom.Sing	_	_	_	_
волк	_	N.Masc.Anim	B1	LM	2	волки	Nom.Plur	_	_	_	_
волк	_	N.Masc.Anim	B1	LM	3	волков	Acc.Plur	_	_	_	_
воспитание	_	N.Neut.Inan	B1	LM	1	воспитания	Gen.Sing	_	_	_	_
воспитание	_	N.Neut.Inan	B1	LM	2	воспитание	Nom.Sing	_	_	_	_
воспитание	_	N.Neut.Inan	B1	LM	3	воспитании	Loc.Sing	_	_	_	_
воспитывать	_	V	B1	LM	1	воспитывать	Inf	_	_	_	_
воспитывать	_	V	B1	LM	2	воспитывают	Plur.3.Pres/Fut	_	_	_	_
воспитывать	_	V	B1	LM	3	воспитывали	Plur.Past	_	_	_	_
воспоминание	_	N.Neut.Inan	B1	LM	1	воспоминания	Acc.Plur	_	_	_	_
воспоминание	_	N.Neut.Inan	B1	LM	2	воспоминаний	Gen.Plur	_	_	_	_
воспоминание	_	N.Neut.Inan	B1	LM	3	воспоминание	Nom.Sing	_	_	_	_
впечатление	_	N.Neut.Inan	B1	Golosa, LM	1	впечатление	Nom.Sing	_	_	_	_
впечатление	_	N.Neut.Inan	B1	Golosa, LM	2	впечатления	Nom.Plur	_	_	_	_
впечатление	_	N.Neut.Inan	B1	Golosa, LM	3	впечатлений	Gen.Plur	_	_	_	_
вредный	_	A	B1	LM	1	вредных	Gen.Plur	_	_	_	_
вредный	_	A	B1	LM	2	вредна	Fem.Sing	_	_	_	_
вредный	_	A	B1	LM	3	вреднее	Comp	_	_	_	_
выезжать	_	V	B1	Golosa, LM	1	выезжать	Inf	_	_	_	_
выезжать	_	A	B1	Golosa, LM	2	выезжающих	Gen.Plur	_	_	_	_
выезжать	_	V	B1	Golosa, LM	3	выезжает	Sing.3.Pres/Fut	_	_	_	_
выздоравливать	_	V	B1	LM	1	выздоравливать	Inf	_	_	_	_
выздоравливать	_	V	B1	LM	2	выздоравливали	Plur.Past	_	_	_	_
выздоравливать	_	V	B1	LM	3	выздоравливай	Imper.Sing.2	_	_	_	_
вызов	_	N.Masc.Inan	B1	LM	1	вызову	Dat.Sing	_	_	_	_
вызов	_	N.Masc.Inan	B1	LM	2	вызов	Acc.Sing	_	_	_	_
вызов	_	N.Masc.Inan	B1	LM	3	вызовы	Acc.Plur	_	_	_	_
вызывать	_	V	B1	Golosa, LM	1	вызывает	Sing.3.Pres/Fut	_	_	_	_
вызывать	_	V	B1	Golosa, LM	2	вызывают	Plur.3.Pres/Fut	_	_	_	_
вызывать	_	V	B1	Golosa, LM	3	вызывать	Inf	_	_	_	_
выигрывать	_	V	B1	Golosa, LM	1	выигрывают	Plur.3.Pres/Fut	_	_	_	_
выигрывать	_	V	B1	Golosa, LM	2	выигрывали	Plur.Past	_	_	_	_
выигрывать	_	V	B1	Golosa, LM	3	выигрывал	Masc.Sing.Past	_	_	_	_
вылечивать	_	V	B1	LM	1	вылечивают	Plur.3.Pres/Fut	_	_	_	_
вылечивать	_	V	B1	LM	2	выле-е-е-чивают	Plur.3.Pres/Fut	_	_	_	_
выполнять	_	V	B1	LM	1	выполняет	Sing.3.Pres/Fut	_	_	_	_
выполнять	_	V	B1	LM	2	выполнять	Inf	_	_	_	_
выполнять	_	V	B1	LM	3	выполняют	Plur.3.Pres/Fut	_	_	_	_
выражать	_	V	B1	LM	1	выражает	Sing.3.Pres/Fut	_	_	_	_
выражать	_	V	B1	LM	2	выражать	Inf	_	_	_	_
выражать	_	V	B1	LM	3	выражают	Plur.3.Pres/Fut	_	_	_	_
выступление	_	N.Neut.Inan	B1	LM	1	выступления	Gen.Sing	_	_	_	_
выступление	_	N.Neut.Inan	B1	LM	2	выступление	Nom.Sing	_	_	_	_
выступление	_	N.Neut.Inan	B1	LM	3	выступлений	Gen.Plur	_	_	_	_
газ	_	N.Masc.Inan	B1	Golosa, LM	1	газа	Gen.Sing	_	_	_	_
газ	_	N.Masc.Inan	B1	Golosa, LM	2	газ	Acc.Sing	_	_	_	_
газ	_	N.Masc.Inan	B1	Golosa, LM	3	газом	Ins.Sing	_	_	_	_
галстук	_	N.Masc.Inan	B1	Golosa, LM, Поехали	1	галстук	Acc.Sing	_	_	_	_
галстук	_	N.Masc.Inan	B1	Golosa, LM, Поехали	2	галстуком	Ins.Sing	_	_	_	_
галстук	_	N.Masc.Inan	B1	Golosa, LM, Поехали	3	галстука	Gen.Sing	_	_	_	_
гараж	_	N.Masc.Inan	B1	Golosa, LM	1	гараже	Loc.Sing	_	_	_	_
гараж	_	N.Masc.Inan	B1	Golosa, LM	2	гаражей	Gen.Plur	_	_	_	_
гараж	_	N.Masc.Inan	B1	Golosa, LM	3	гаражи	Acc.Plur	_	_	_	_
гастроном	_	N.Masc.Inan	B1	Golosa, LM	1	гастроном	Acc.Sing	_	_	_	_
гастроном	_	N.Masc.Inan	B1	Golosa, LM	2	гастрономе	Loc.Sing	_	_	_	_
гастроном	_	N.Masc.Inan	B1	Golosa, LM	3	гастроному	Dat.Sing	_	_	_	_
генерал	_	N.Masc.Anim	B1	LM	1	генерал	Nom.Sing	_	_	_	_
генерал	_	N.Masc.Anim	B1	LM	2	генерала	Gen.Sing	_	_	_	_
генерал	_	N.Masc.Anim	B1	LM	3	генералом	Ins.Sing	_	_	_	_
геология	_	N.Fem.Inan	B1	LM	1	геологии	Gen.Sing	_	_	_	_
гимназия	_	N.Fem.Inan	B1	LM	1	гимназия	Nom.Sing	_	_	_	_
гимназия	_	N.Fem.Inan	B1	LM	2	гимназии	Loc.Sing	_	_	_	_
гимназия	_	N.Fem.Inan	B1	LM	3	гимназию	Acc.Sing	_	_	_	_
картошка	_	N.Fem.Inan	B1	MiP, LM	1	картошку	Acc.Sing	_	_	_	_
картошка	_	N.Fem.Inan	B1	MiP, LM	2	картошки	Gen.Sing	_	_	_	_
картошка	_	N.Fem.Inan	B1	MiP, LM	3	картошкой	Ins.Sing	_	_	_	_
потратить	_	V	B1	MiP, LM	1	потратил	Masc.Sing.Past	_	_	_	_
потратить	_	V	B1	MiP, LM	2	потратить	Inf	_	_	_	_
потратить	_	V	B1	MiP, LM	3	потратили	Plur.Past	_	_	_	_
гимнастика	_	N.Fem.Inan	B1	Golosa, LM	1	гимнастика	Nom.Sing	_	_	_	_
гимнастика	_	N.Fem.Inan	B1	Golosa, LM	2	гимнастику	Acc.Sing	_	_	_	_
гимнастика	_	N.Fem.Inan	B1	Golosa, LM	3	гимнастикой	Ins.Sing	_	_	_	_
глава	_	N.Fem.Inan	B1	LM	1	главе	Loc.Sing	_	_	_	_
глава	_	N.Fem.Inan	B1	LM	2	глава	Nom.Sing	_	_	_	_
глава	_	N.Masc.Anim	B1	LM	3	главы	Gen.Sing	_	_	_	_
погулять	_	V	B1	MiP, LM	1	погулять	Inf	_	_	_	_
погулять	_	V	B1	MiP, LM	2	погуляем	Plur.1.Pres/Fut	_	_	_	_
погулять	_	V	B1	MiP, LM	3	погуляли	Plur.Past	_	_	_	_
говядина	_	N.Fem.Inan	B1	LM, Поехали	1	говядины	Gen.Sing	_	_	_	_
говядина	_	N.Fem.Inan	B1	LM, Поехали	2	говядину	Acc.Sing	_	_	_	_
голодный	_	A	B1	LM	1	голодных	Gen.Plur	_	_	_	_
голодный	_	A	B1	LM	2	голодные	Nom.Plur	_	_	_	_
голодный	_	A	B1	LM	3	голодными	Ins.Plur	_	_	_	_
гордиться	_	V	B1	LM	1	горжусь	Sing.1.Pres/Fut	_	_	_	_
гордиться	_	V	B1	LM	2	гордиться	Inf	_	_	_	_
гордиться	_	V	B1	LM	3	гордятся	Plur.3.Pres/Fut	_	_	_	_
гордый	_	A	B1	LM	1	гордый	Nom.Masc.Sing	_	_	_	_
гордый	_	A	B1	LM	2	гордым	Ins.Masc.Sing	_	_	_	_
гордый	_	A	B1	LM	3	гордые	Nom.Plur	_	_	_	_
горе	_	N.Neut.Inan	B1	LM	1	горя	Gen.Sing	_	_	_	_
горе	_	N.Neut.Inan	B1	LM	2	горе	Acc.Sing	_	_	_	_
горе	_	N.Neut.Inan	B1	LM	3	горем	Ins.Sing	_	_	_	_
гореть	_	V	B1	LM	1	горит	Sing.3.Pres/Fut	_	_	_	_
гореть	_	V	B1	LM	2	горят	Plur.3.Pres/Fut	_	_	_	_
гореть	_	V	B1	LM	3	горел	Masc.Sing.Past	_	_	_	_
горло	_	N.Neut.Inan	B1	Golosa, MiP, LM, Поехали, Кс	1	горло	Acc.Sing	_	_	_	_
горло	_	N.Neut.Inan	B1	Golosa, MiP, LM, Поехали, Кс	2	горле	Loc.Sing	_	_	_	_
горло	_	N.Neut.Inan	B1	Golosa, MiP, LM, Поехали, Кс	3	горла	Gen.Sing	_	_	_	_
узнавать	_	V	B1	Golosa, LM	1	узнаёт	Sing.3.Pres/Fut	_	_	_	_
узнавать	_	V	B1	Golosa, LM	2	узнавать	Inf	_	_	_	_
узнавать	_	V	B1	Golosa, LM	3	узнавал	Masc.Sing.Past	_	_	_	_
готовиться	_	V	B1	LM	1	готовится	Sing.3.Pres/Fut	_	_	_	_
готовиться	_	V	B1	LM	2	готовятся	Plur.3.Pres/Fut	_	_	_	_
готовиться	_	V	B1	LM	3	готовиться	Inf	_	_	_	_
гражданин	_	N.Masc.Anim	B1	LM	1	граждан	Gen.Plur	_	_	_	_
гражданин	_	N.Masc.Anim	B1	LM	2	граждане	Nom.Plur	_	_	_	_
